drug_key,name,moa,target,n_cell_lines_total,annotation_text,analysis_group,strict_repair,broad_repair,cytotoxic,source_dataset,is_definition_compound
BRD-K33588785-001-01-9,obidoxime,cholinesterase reactivator,ACHE,431,"obidoxime | cholinesterase reactivator | ache | critical care, neurology/psychiatry | poison antidote, nerve gas poisoning",other,False,False,False,PRISM Secondary dose-response,False
BRD-K04568635-300-01-4,octenidine,membrane integrity inhibitor,,298,octenidine | membrane integrity inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A14240607-003-26-1,octopamine,trace amine associated receptor agonist,"F10, TAAR1",419,"octopamine | trace amine associated receptor agonist | f10, taar1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K22822991-001-02-3,odanacatib,cathepsin inhibitor,CTSK,455,odanacatib | cathepsin inhibitor | ctsk |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K90647725-001-07-3,oleanolic-acid,G protein-coupled receptor agonist,GPBAR1,415,oleanolic-acid | g protein-coupled receptor agonist | gpbar1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A81541225-001-06-8,oligomycin-a,"ATP synthase inhibitor, ATPase inhibitor",ATP5A1,365,"oligomycin-a | atp synthase inhibitor, atpase inhibitor | atp5a1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K86972824-001-01-4,oltipraz,"nuclear factor erythroid derived, like (NRF2) activator",ANG,471,"oltipraz | nuclear factor erythroid derived, like (nrf2) activator | ang |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A55962179-001-22-1,omeprazole,ATPase inhibitor,"ATP4A, CLCN2",372,"omeprazole | atpase inhibitor | atp4a, clcn2 | gastroenterology | heartburn",other,False,False,False,PRISM Secondary dose-response,False
BRD-K55966568-001-05-4,orantinib,"FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","AURKA, AURKB, EGFR, FGFR1, FGFR2, KDR, PDGFRA, PDGFRB",421,"orantinib | fgfr inhibitor, pdgfr tyrosine kinase receptor inhibitor, vegfr inhibitor | aurka, aurkb, egfr, fgfr1, fgfr2, kdr, pdgfra, pdgfrb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A13561534-003-02-0,ornithine,NFkB pathway modulator,"ARG1, ARG2, GATM, GPRC6A, OAT, OAZ1, OAZ2, OAZ3, OTC, SLC25A15, SLC25A2, SLC7A1, SLC7A2, SLC7A3, SLC7A4",421,"ornithine | nfkb pathway modulator | arg1, arg2, gatm, gprc6a, oat, oaz1, oaz2, oaz3, otc, slc25a15, slc25a2, slc7a1, slc7a2, slc7a3, slc7a4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K32572029-001-04-4,orotic-acid,,DHODH,424,orotic-acid |  | dhodh |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K76011241-001-01-8,oseltamivir-phosphate,neuraminidase inhibitor,"CES1, NEU1, NEU2",417,"oseltamivir-phosphate | neuraminidase inhibitor | ces1, neu1, neu2 | infectious disease | influenza a virus infection",other,False,False,False,PRISM Secondary dose-response,False
BRD-K42805893-001-04-9,osimertinib,EGFR inhibitor,EGFR,478,osimertinib | egfr inhibitor | egfr | oncology | non-small cell lung cancer (nsclc),other,False,False,False,PRISM Secondary dose-response,False
BRD-K33277808-331-01-3,ouabain,ATPase inhibitor,ATP1A1,406,"ouabain | atpase inhibitor | atp1a1 | cardiology | hypertension, cardiac arrythmia",other,False,False,False,PRISM Secondary dose-response,False
BRD-A50049929-001-01-9,oxazepam,GABA benzodiazepine site receptor agonist,"GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3",406,"oxazepam | gaba benzodiazepine site receptor agonist | gabra1, gabra2, gabra3, gabra4, gabra5, gabra6, gabrb1, gabrb2, gabrb3, gabrd, gabre, gabrg1, gabrg2, gabrg3, gabrp, gabrq, gabrr1, gabrr2, gabrr3 | neurology/psychiatry | anxiety",other,False,False,False,PRISM Secondary dose-response,False
BRD-K04196797-001-24-4,oxcarbazepine,sodium channel blocker,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",414,"oxcarbazepine | sodium channel blocker | scn10a, scn11a, scn1a, scn2a, scn3a, scn4a, scn5a, scn7a, scn8a, scn9a | neurology/psychiatry | seizures",other,False,False,False,PRISM Secondary dose-response,False
BRD-K78096648-001-05-7,oxiperomide,dopamine receptor antagonist,,424,oxiperomide | dopamine receptor antagonist |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K50677762-001-01-5,oxiracetam,acetylcholine receptor agonist,,478,oxiracetam | acetylcholine receptor agonist |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K31468676-237-01-8,oxonic-acid,uricase inhibitor,,412,oxonic-acid | uricase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A43671941-003-11-9,oxprenolol,adrenergic receptor antagonist,"ADRB1, ADRB2",460,"oxprenolol | adrenergic receptor antagonist | adrb1, adrb2 | cardiology | angina pectoris, hypertension, cardiac arrythmia",other,False,False,False,PRISM Secondary dose-response,False
BRD-A57833392-001-01-7,oxymatrine,,,403,oxymatrine |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K16195444-003-26-0,oxymetazoline,adrenergic receptor agonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1B, HTR1D, HTR2C",437,"oxymetazoline | adrenergic receptor agonist | adra1a, adra1b, adra1d, adra2a, adra2b, adra2c, htr1b, htr1d, htr2c | otolaryngology | nasal congestion",other,False,False,False,PRISM Secondary dose-response,False
BRD-A58193911-003-18-7,oxyphencyclimine,cholinergic receptor antagonist,"CHRM1, CHRM2, CHRM3",456,"oxyphencyclimine | cholinergic receptor antagonist | chrm1, chrm2, chrm3 | gastroenterology | peptic ulcer disease (pud)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K66808046-065-03-7,oxyquinoline,chelating agent,METAP2,478,oxyquinoline | chelating agent | metap2 | dermatology | cosmetic,other,False,False,False,PRISM Secondary dose-response,False
BRD-K19034817-001-01-4,pacritinib,"FLT3 inhibitor, JAK inhibitor","FLT3, JAK1, JAK2, JAK3",462,"pacritinib | flt3 inhibitor, jak inhibitor | flt3, jak1, jak2, jak3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K51313569-001-07-8,palbociclib,CDK inhibitor,"CDK4, CDK6",438,"palbociclib | cdk inhibitor | cdk4, cdk6 | oncology | breast cancer",other,False,False,False,PRISM Secondary dose-response,False
BRD-K51313569-003-03-3,palbociclib,CDK inhibitor,"CDK4, CDK6",409,"palbociclib | cdk inhibitor | cdk4, cdk6 | oncology | breast cancer",other,False,False,False,PRISM Secondary dose-response,False
BRD-A99888680-001-03-8,paliperidone,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CYP2D6, CYP3A4, CYP3A5, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1D, HTR2A, HTR2C",452,"paliperidone | dopamine receptor antagonist, serotonin receptor antagonist | adra1a, adra1b, adra2a, adra2b, adra2c, cyp2d6, cyp3a4, cyp3a5, drd1, drd2, drd3, drd4, hrh1, htr1a, htr1d, htr2a, htr2c | neurology/psychiatry | schizophrenia",other,False,False,False,PRISM Secondary dose-response,False
BRD-K58466253-003-14-0,palmatine-chloride,dopamine synthesis inhibitor,CYP3A4,442,palmatine-chloride | dopamine synthesis inhibitor | cyp3a4 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K68095457-001-10-1,palmitoylethanolamide,cannabinoid receptor agonist,"CNR2, GPR119, GPR55",404,"palmitoylethanolamide | cannabinoid receptor agonist | cnr2, gpr119, gpr55 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A50998626-001-02-1,palomid-529,"AKT inhibitor, mTOR inhibitor",MTOR,421,"palomid-529 | akt inhibitor, mtor inhibitor | mtor |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K02130563-001-11-4,panobinostat,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9",474,"panobinostat | hdac inhibitor | hdac1, hdac2, hdac3, hdac4, hdac6, hdac7, hdac8, hdac9 | hematologic malignancy | multiple myeloma",other,False,False,False,PRISM Secondary dose-response,False
BRD-K15567136-003-27-2,papaverine,phosphodiesterase inhibitor,"PDE10A, PDE4B, PDE5A",418,"papaverine | phosphodiesterase inhibitor | pde10a, pde4b, pde5a | cardiology, hematology, gastroenterology | myocardial infarction, angina pectoris, pulmonary embolism (pe), colitis, vascular spasm",other,False,False,False,PRISM Secondary dose-response,False
BRD-K40992116-001-09-7,parachlorophenol,antiinfective drug,,382,parachlorophenol | antiinfective drug |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K11851476-003-01-7,pardoprunox,"serotonin receptor agonist, dopamine receptor agonist","DRD2, DRD3, DRD4, HTR1A, HTR7",463,"pardoprunox | serotonin receptor agonist, dopamine receptor agonist | drd2, drd3, drd4, htr1a, htr7 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K60585088-001-01-5,paricalcitol,vitamin D receptor agonist,VDR,340,"paricalcitol | vitamin d receptor agonist | vdr | nephrology, endocrinology | chronic kidney disease (ckd), hyperthyroidism",other,False,False,False,PRISM Secondary dose-response,False
BRD-K74514084-001-03-9,pazopanib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3",446,"pazopanib | kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, vegfr inhibitor | csf1r, fgf1, fgfr1, fgfr3, flt1, flt4, itk, kdr, kit, pdgfra, pdgfrb, sh2b3 | oncology | renal cell carcinoma (rcc), soft tissue sarcoma (sts)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K74514084-003-09-2,pazopanib,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3",420,"pazopanib | kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, vegfr inhibitor | csf1r, fgf1, fgfr1, fgfr3, flt1, flt4, itk, kdr, kit, pdgfra, pdgfrb, sh2b3 | oncology | renal cell carcinoma (rcc), soft tissue sarcoma (sts)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K08799216-001-05-3,pelitinib,EGFR inhibitor,EGFR,479,pelitinib | egfr inhibitor | egfr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K15409150-001-05-8,penfluridol,T-type calcium channel blocker,CACNA1G,465,penfluridol | t-type calcium channel blocker | cacna1g | neurology/psychiatry | schizophrenia,other,False,False,False,PRISM Secondary dose-response,False
BRD-K17518951-001-03-0,penicillamine-(D),chelating agent,,418,"penicillamine-(d) | chelating agent |  | metabolism, rheumatology, nephrology | wilson's disease, rheumatoid arthritis, cystinuria",other,False,False,False,PRISM Secondary dose-response,False
BRD-K78789465-001-01-6,pentagastrin,CCK receptor agonist,CCKBR,388,"pentagastrin | cck receptor agonist | cckbr | gastroenterology | anacidity diagnostic, gastric hypersecretion diagnostic, anacidity diagnostic, gastric hypersecretion diagnostic",other,False,False,False,PRISM Secondary dose-response,False
BRD-K13183738-317-10-2,pentamidine,anti-pneumocystis agent,TRDMT1,409,pentamidine | anti-pneumocystis agent | trdmt1 | infectious disease | pneumonia,other,False,False,False,PRISM Secondary dose-response,False
BRD-K91543828-001-02-0,pentostatin,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor",ADA,416,"pentostatin | adenosine deaminase inhibitor, ribonucleotide reductase inhibitor | ada | hematologic malignancy | hairy cell leukemia",other,False,False,False,PRISM Secondary dose-response,False
BRD-K13571841-001-14-4,pepstatin,aspartic protease inhibitor,"CTSB, CTSD, CTSL, REN",400,"pepstatin | aspartic protease inhibitor | ctsb, ctsd, ctsl, ren |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A72716251-001-01-5,peruvoside,cardiac glycoside,,438,peruvoside | cardiac glycoside |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K67844266-003-01-9,pevonedistat,nedd activating enzyme inhibitor,"NAE1, UBA3",472,"pevonedistat | nedd activating enzyme inhibitor | nae1, uba3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K87024524-065-17-7,phenelzine,monoamine oxidase inhibitor,"ABAT, AOC3, GAD2, GPT, GPT2, MAOA, MAOB, SLC6A2, SLC6A3, SLC6A4",392,"phenelzine | monoamine oxidase inhibitor | abat, aoc3, gad2, gpt, gpt2, maoa, maob, slc6a2, slc6a3, slc6a4 | neurology/psychiatry | depression",other,False,False,False,PRISM Secondary dose-response,False
BRD-A23072235-050-18-5,pheniramine,histamine receptor antagonist,HRH1,455,"pheniramine | histamine receptor antagonist | hrh1 | allergy | allergic rhinitis, urticaria",other,False,False,False,PRISM Secondary dose-response,False
BRD-K74193284-001-04-8,phenylmercuric-acetate,other antifungal,,463,phenylmercuric-acetate | other antifungal |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K24601397-001-01-1,phlorizin,sodium/glucose cotransporter inhibitor,"SLC5A1, SLC5A11, SLC5A2, SLC5A3",423,"phlorizin | sodium/glucose cotransporter inhibitor | slc5a1, slc5a11, slc5a2, slc5a3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K01029106-001-01-4,picolinic-acid,chelating agent,,432,picolinic-acid | chelating agent |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K49456274-001-01-9,pilaralisib,PI3K inhibitor,,447,pilaralisib | pi3k inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K85090592-008-22-7,pilocarpine,acetylcholine receptor agonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",386,"pilocarpine | acetylcholine receptor agonist | chrm1, chrm2, chrm3, chrm4, chrm5 | ophthalmology, cardiology | glaucoma, hypertension",other,False,False,False,PRISM Secondary dose-response,False
BRD-A97701745-001-16-0,pindolol,adrenergic receptor antagonist,"ADRB1, ADRB2, HTR1A, HTR1B, HTR2A, HTR2B",424,"pindolol | adrenergic receptor antagonist | adrb1, adrb2, htr1a, htr1b, htr2a, htr2b | cardiology | hypertension",other,False,False,False,PRISM Secondary dose-response,False
BRD-K16277217-001-10-9,piperacetazine,dopamine receptor antagonist,,401,piperacetazine | dopamine receptor antagonist |  | neurology/psychiatry | schizophrenia,other,False,False,False,PRISM Secondary dose-response,False
BRD-K13249881-001-02-3,piperazine,benzodiazepine receptor agonist,GABRB3,407,piperazine | benzodiazepine receptor agonist | gabrb3 | infectious disease | gastrointestinal roundworms,other,False,False,False,PRISM Secondary dose-response,False
BRD-K59522102-001-14-6,piperine,monoamine oxidase inhibitor,"MAOA, MAOB, TRPV1",441,"piperine | monoamine oxidase inhibitor | maoa, maob, trpv1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K25224017-001-25-0,pirenperone,serotonin receptor antagonist,"HTR2A, HTR7",470,"pirenperone | serotonin receptor antagonist | htr2a, htr7 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K75958547-238-01-0,pitavastatin,HMGCR inhibitor,HMGCR,333,pitavastatin | hmgcr inhibitor | hmgcr | endocrinology | hyperlipidemia,other,False,False,False,PRISM Secondary dose-response,False
BRD-K43236057-001-07-1,polydatin,ICAM1 expression inhibitor,ICAM1,455,polydatin | icam1 expression inhibitor | icam1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K44227013-001-06-4,ponatinib,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK",475,"ponatinib | bcr-abl kinase inhibitor, flt3 inhibitor, pdgfr tyrosine kinase receptor inhibitor | abl1, bcr, fgfr1, fgfr2, fgfr3, fgfr4, flt3, kdr, kit, lck, lyn, pdgfra, ret, src, tek | hematologic malignancy | chronic myeloid leukemia (cml), acute lymphoblastic leukemia (all)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K06222852-001-03-2,posaconazole,sterol demethylase inhibitor,CYP3A4,443,posaconazole | sterol demethylase inhibitor | cyp3a4 | infectious disease | oropharyngeal candidiasis,other,False,False,False,PRISM Secondary dose-response,False
BRD-K50010139-001-01-5,poziotinib,EGFR inhibitor,"EGFR, ERBB2, ERBB4",433,"poziotinib | egfr inhibitor | egfr, erbb2, erbb4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K50010139-001-02-3,poziotinib,EGFR inhibitor,"EGFR, ERBB2, ERBB4",459,"poziotinib | egfr inhibitor | egfr, erbb2, erbb4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A41304429-001-14-8,practolol,adrenergic receptor antagonist,ADRB1,336,practolol | adrenergic receptor antagonist | adrb1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A74914197-001-02-9,pralatrexate,dihydrofolate reductase inhibitor,"DHFR, TYMS",479,"pralatrexate | dihydrofolate reductase inhibitor | dhfr, tyms | hematologic malignancy | peripheral t-cell lymphoma (ptcl)",other,False,False,False,PRISM Secondary dose-response,False
BRD-A68083442-001-01-6,pranidipine,calcium channel blocker,CACNA1C,444,pranidipine | calcium channel blocker | cacna1c |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K49111258-003-29-7,prazosin,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, KCNH2, KCNH6, KCNH7",429,"prazosin | adrenergic receptor antagonist | adra1a, adra1b, adra1d, adra2a, adra2b, adra2c, kcnh2, kcnh6, kcnh7 | cardiology | hypertension",other,False,False,False,PRISM Secondary dose-response,False
BRD-K68408467-065-01-8,proflavine-hemisulfate,topical anesthetic,F2,390,proflavine-hemisulfate | topical anesthetic | f2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K18250272-003-11-0,propoxycaine,local anesthetic,,395,propoxycaine | local anesthetic |  | neurology/psychiatry | anesthetic,other,False,False,False,PRISM Secondary dose-response,False
BRD-A10070317-003-28-3,propranolol,adrenergic receptor antagonist,,391,"propranolol | adrenergic receptor antagonist |  | cardiology, neurology/psychiatry | hypertension, angina pectoris, migraine headache",other,False,False,False,PRISM Secondary dose-response,False
BRD-A11815689-001-01-1,proscillaridin-a,,,335,"proscillaridin-a |  |  | cardiology | congestive heart failure, cardiac arrythmia",other,False,False,False,PRISM Secondary dose-response,False
BRD-A16997652-001-02-3,protirelin,thyrotropin releasing hormone receptor agonist,TRHR,394,protirelin | thyrotropin releasing hormone receptor agonist | trhr | radiology | thyroid function diagnostic,other,False,False,False,PRISM Secondary dose-response,False
BRD-A28970875-300-04-9,puromycin,protein synthesis inhibitor,"NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1",461,"puromycin | protein synthesis inhibitor | nhp2l1, rpl10l, rpl11, rpl13a, rpl15, rpl19, rpl23, rpl23a, rpl26l1, rpl3, rpl37, rpl8, rsl24d1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K88429204-001-35-1,pyrimethamine,dihydrofolate reductase inhibitor,"DHFR, SLC47A1",465,"pyrimethamine | dihydrofolate reductase inhibitor | dhfr, slc47a1 | infectious disease | malaria",other,False,False,False,PRISM Secondary dose-response,False
BRD-K16136380-001-01-7,pyrithione-zinc,ATP synthase inhibitor,"KCNQ1, KCNQ2, KCNQ4, KCNQ5",467,"pyrithione-zinc | atp synthase inhibitor | kcnq1, kcnq2, kcnq4, kcnq5 | dermatology | dandruff",other,False,False,False,PRISM Secondary dose-response,False
BRD-K82181219-001-04-3,pyritinol,,,282,"pyritinol |  |  | rheumatology, neurology/psychiatry | rheumatoid arthritis, senile dementia",other,False,False,False,PRISM Secondary dose-response,False
BRD-K11663430-001-02-3,pyroxamide,HDAC inhibitor,HDAC1,434,pyroxamide | hdac inhibitor | hdac1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A59303141-001-10-4,quinethazone,thiazide diuretic,"CA1, CA2, SLC12A1, SLC12A2, SLC12A3",386,"quinethazone | thiazide diuretic | ca1, ca2, slc12a1, slc12a2, slc12a3 | cardiology | hypertension",other,False,False,False,PRISM Secondary dose-response,False
BRD-K59632282-052-03-1,quinidine,sodium channel blocker,"KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SCN5A, SLC29A4",417,"quinidine | sodium channel blocker | kcna5, kcna7, kcnh1, kcnh2, kcnh5, kcnk1, kcnk6, scn5a, slc29a4 | infectious disease, cardiology | malaria, atrial fibrillation (af), ventricular arrhythmias",other,False,False,False,PRISM Secondary dose-response,False
BRD-K93918653-001-08-9,quizartinib,FLT3 inhibitor,"CSF1R, FLT3, KIT, PDGFRA, PDGFRB, RET",455,"quizartinib | flt3 inhibitor | csf1r, flt3, kit, pdgfra, pdgfrb, ret |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A39390670-236-10-7,rabeprazole,"ATPase inhibitor, gastrin inhibitor",ATP4A,327,"rabeprazole | atpase inhibitor, gastrin inhibitor | atp4a | gastroenterology | gastroesophageal reflux disease (gerd), duodenal ulcer disease, zollinger-ellison syndrome",other,False,False,False,PRISM Secondary dose-response,False
BRD-A08187463-001-12-9,racecadotril,enkephalinase inhibitor,MME,424,racecadotril | enkephalinase inhibitor | mme | gastroenterology | diarrhea,other,False,False,False,PRISM Secondary dose-response,False
BRD-K04111260-001-10-0,raclopride,dopamine receptor antagonist,"DRD2, DRD3, HTR1A",443,"raclopride | dopamine receptor antagonist | drd2, drd3, htr1a |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K84683831-001-01-0,radezolid,"bacterial 30S ribosomal subunit inhibitor, bacterial 50S ribosomal subunit inhibitor",,396,"radezolid | bacterial 30s ribosomal subunit inhibitor, bacterial 50s ribosomal subunit inhibitor |  |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K63828191-003-32-1,raloxifene,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","ESR1, ESR2",305,"raloxifene | estrogen receptor antagonist, selective estrogen receptor modulator (serm) | esr1, esr2 | orthopedics, oncology | osteoporosis, breast cancer",other,False,False,False,PRISM Secondary dose-response,False
BRD-K89839824-001-05-3,raltitrexed,thymidylate synthase inhibitor,"FPGS, TYMS",472,"raltitrexed | thymidylate synthase inhibitor | fpgs, tyms | oncology | mesothelioma",other,False,False,False,PRISM Secondary dose-response,False
BRD-K08586861-001-01-1,ramatroban,prostanoid receptor antagonist,"PTGDR2, TBXA2R",433,"ramatroban | prostanoid receptor antagonist | ptgdr2, tbxa2r | cardiology, pulmonary | coronary artery disease (cad), asthma",other,False,False,False,PRISM Secondary dose-response,False
BRD-K70505054-003-12-4,ranitidine,histamine receptor antagonist,HRH2,301,ranitidine | histamine receptor antagonist | hrh2 | gastroenterology | heartburn,other,False,False,False,PRISM Secondary dose-response,False
BRD-K85751432-001-03-3,refametinib,MEK inhibitor,"MAP2K1, MAP2K2",369,"refametinib | mek inhibitor | map2k1, map2k2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K16730910-001-07-3,regorafenib,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK",456,"regorafenib | fgfr inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, raf inhibitor, ret tyrosine kinase inhibitor, vegfr inhibitor | abl1, braf, ddr2, epha2, fgfr1, fgfr2, flt1, flt4, frk, kdr, kit, mapk11, ntrk1, pdgfra, pdgfrb, raf1, ret, tek | oncology | colorectal cancer, gastrointestinal stromal tumors (gist)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K16730910-001-10-7,regorafenib,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK",430,"regorafenib | fgfr inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, raf inhibitor, ret tyrosine kinase inhibitor, vegfr inhibitor | abl1, braf, ddr2, epha2, fgfr1, fgfr2, flt1, flt4, frk, kdr, kit, mapk11, ntrk1, pdgfra, pdgfrb, raf1, ret, tek | oncology | colorectal cancer, gastrointestinal stromal tumors (gist)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K54094468-003-11-1,remoxipride,dopamine receptor antagonist,"DRD2, DRD3, DRD4, HTR2A, SIGMAR1",345,"remoxipride | dopamine receptor antagonist | drd2, drd3, drd4, htr2a, sigmar1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K82846253-001-15-4,repaglinide,insulin secretagogue,"ABCC8, KCNJ11, PPARG",429,"repaglinide | insulin secretagogue | abcc8, kcnj11, pparg | endocrinology | diabetes mellitus",other,False,False,False,PRISM Secondary dose-response,False
BRD-K80480517-001-02-4,repsox,TGF beta receptor inhibitor,TGFBR1,463,repsox | tgf beta receptor inhibitor | tgfbr1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K61567297-001-01-9,resatorvid,toll-like receptor antagonist,TLR4,447,resatorvid | toll-like receptor antagonist | tlr4 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K76210423-001-01-6,resiquimod,toll-like receptor agonist,"TLR7, TLR8",473,"resiquimod | toll-like receptor agonist | tlr7, tlr8 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28822270-001-01-1,resminostat,HDAC inhibitor,"HDAC1, HDAC3, HDAC6, HDAC8",369,"resminostat | hdac inhibitor | hdac1, hdac3, hdac6, hdac8 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28822270-001-03-7,resminostat,HDAC inhibitor,"HDAC1, HDAC3, HDAC6, HDAC8",426,"resminostat | hdac inhibitor | hdac1, hdac3, hdac6, hdac8 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,PTPN1,444,rheochrysidin | protein tyrosine kinase inhibitor | ptpn1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K60369935-001-18-3,ribavirin,antiviral,"ADK, ENPP1, IMPDH1, IMPDH2, NT5C2",419,"ribavirin | antiviral | adk, enpp1, impdh1, impdh2, nt5c2 | infectious disease | hepatitis c",other,False,False,False,PRISM Secondary dose-response,False
BRD-K49313711-001-05-4,ribitol,,,449,ribitol |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K36788280-001-01-2,ribociclib,CDK inhibitor,"CDK4, CDK6",478,"ribociclib | cdk inhibitor | cdk4, cdk6 | oncology | breast cancer",other,False,False,False,PRISM Secondary dose-response,False
