drug_key,name,moa,target,n_cell_lines_total,annotation_text,analysis_group,strict_repair,broad_repair,cytotoxic,source_dataset,is_definition_compound
BRD-K71480163-001-01-4,GDC-0068,AKT inhibitor,"AKT1, AKT2, AKT3, PRKG1",477,"gdc-0068 | akt inhibitor | akt1, akt2, akt3, prkg1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K68938568-001-01-7,GDC-0152,XIAP inhibitor,"BIRC2, BIRC3, BIRC7, XIAP",447,"gdc-0152 | xiap inhibitor | birc2, birc3, birc7, xiap |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K43187018-001-03-3,GDC-0349,Pim kinase inhibitor,PIK3CA,468,gdc-0349 | pim kinase inhibitor | pik3ca |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K67578145-001-09-7,GDC-0879,RAF inhibitor,BRAF,402,gdc-0879 | raf inhibitor | braf |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K52911425-001-09-8,GDC-0941,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",467,"gdc-0941 | pi3k inhibitor | pik3ca, pik3cb, pik3cd, pik3cg |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K23228615-001-02-8,GDC-0980,"mTOR inhibitor, PI3K inhibitor","FGR, MAP3K9, MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, SYK",476,"gdc-0980 | mtor inhibitor, pi3k inhibitor | fgr, map3k9, mtor, pik3ca, pik3cb, pik3cd, pik3cg, syk |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K19669037-001-01-1,GGTI-298,GGTase inhibitor,CDKN1A,447,ggti-298 | ggtase inhibitor | cdkn1a |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K75478907-001-02-3,GS-39783,GABA receptor modulator,GABBR1,420,gs-39783 | gaba receptor modulator | gabbr1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K76719364-001-02-5,GS-9973,syk inhibitor,SYK,442,gs-9973 | syk inhibitor | syk |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K98203492-003-04-1,GSK-J4,histone lysine demethylase inhibitor,"KDM6A, KDM6B",465,"gsk-j4 | histone lysine demethylase inhibitor | kdm6a, kdm6b |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K36740062-001-06-6,GSK1070916,Aurora kinase inhibitor,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",443,"gsk1070916 | aurora kinase inhibitor | aurka, aurkb, aurkc, cyp2d6, cyp3a4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K60341624-001-02-2,GSK1292263,glucose dependent insulinotropic receptor agonist,GRPR,455,gsk1292263 | glucose dependent insulinotropic receptor agonist | grpr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K06749501-001-02-1,GSK1838705A,insulin growth factor receptor inhibitor,"ALK, IGF1R, INSR, RPS6KA1",421,"gsk1838705a | insulin growth factor receptor inhibitor | alk, igf1r, insr, rps6ka1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K04833372-001-06-2,GSK1904529A,"IGF-1 inhibitor, insulin growth factor receptor inhibitor, insulin receptor ligand","IGF1R, INSR",434,"gsk1904529a | igf-1 inhibitor, insulin growth factor receptor inhibitor, insulin receptor ligand | igf1r, insr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K25412176-001-01-9,GSK2110183,AKT inhibitor,"AKT1, AKT2, AKT3",475,"gsk2110183 | akt inhibitor | akt1, akt2, akt3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K07972848-001-02-0,GSK2126458,"mTOR inhibitor, PI3K inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",402,"gsk2126458 | mtor inhibitor, pi3k inhibitor | mtor, pik3ca, pik3cb, pik3cd, pik3cg |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K37590257-001-02-8,GSK256066,phosphodiesterase inhibitor,PDE4A,328,gsk256066 | phosphodiesterase inhibitor | pde4a |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K41104902-001-01-3,GSK2656157,PERK inhibitor,,435,gsk2656157 | perk inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K17472821-001-01-2,GSK2830371,protein phosphatase inhibitor,PPM1D,419,gsk2830371 | protein phosphatase inhibitor | ppm1d |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A10523515-001-07-9,GSK429286A,rho associated kinase inhibitor,ROCK1,424,gsk429286a | rho associated kinase inhibitor | rock1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K92428232-001-10-6,GSK461364,PLK inhibitor,PLK1,467,gsk461364 | plk inhibitor | plk1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K14991967-001-02-6,GSK650394,serum/glucocorticoid regulated kinase inhibitor,"SGK1, SGK2",466,"gsk650394 | serum/glucocorticoid regulated kinase inhibitor | sgk1, sgk2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K89015388-001-01-7,GSK923295,centromere associated protein inhibitor,CENPE,439,gsk923295 | centromere associated protein inhibitor | cenpe |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K16664969-001-03-3,GTP-14564,"FLT3 inhibitor, tyrosine kinase inhibitor","CSF1R, FLT3, KIT, PDGFRB",434,"gtp-14564 | flt3 inhibitor, tyrosine kinase inhibitor | csf1r, flt3, kit, pdgfrb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K33818169-003-04-6,GW-3965,LXR agonist,"NR1H2, NR1H3",419,"gw-3965 | lxr agonist | nr1h2, nr1h3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K10705233-001-02-2,GW-405833,cannabinoid receptor agonist,CNR2,444,gw-405833 | cannabinoid receptor agonist | cnr2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K41312087-001-02-7,GW-441756,growth factor receptor inhibitor,NTRK1,427,gw-441756 | growth factor receptor inhibitor | ntrk1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K79930101-300-03-7,GW-583340,EGFR inhibitor,"EGFR, ERBB2",467,"gw-583340 | egfr inhibitor | egfr, erbb2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K78086729-001-02-7,GW-788388,ALK tyrosine kinase receptor inhibitor,"LCK, MAPK14, TGFBR1",421,"gw-788388 | alk tyrosine kinase receptor inhibitor | lck, mapk14, tgfbr1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K26823213-001-02-9,GW-842166,cannabinoid receptor agonist,CNR2,452,gw-842166 | cannabinoid receptor agonist | cnr2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K90382497-001-10-7,GW-843682X,PLK inhibitor,"PLK1, PLK3",469,"gw-843682x | plk inhibitor | plk1, plk3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K35329391-334-01-7,GZD824,Bcr-Abl kinase inhibitor,"ABL1, BCR",456,"gzd824 | bcr-abl kinase inhibitor | abl1, bcr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K70511574-001-06-9,HMN-214,PLK inhibitor,PLK1,469,hmn-214 | plk inhibitor | plk1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K08109215-001-06-4,I-BET-762,bromodomain inhibitor,"BRD2, BRD3, BRD4",471,"i-bet-762 | bromodomain inhibitor | brd2, brd3, brd4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K36363294-001-04-2,I-BET151,bromodomain inhibitor,"BRD2, BRD3, BRD4",439,"i-bet151 | bromodomain inhibitor | brd2, brd3, brd4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K94455792-001-01-8,ICG-001,beta-catenin inhibitor,CTNNB1,462,icg-001 | beta-catenin inhibitor | ctnnb1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K11071038-001-01-7,ICI-162846,histamine receptor antagonist,HRH2,429,ici-162846 | histamine receptor antagonist | hrh2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A14344385-001-03-2,IDRA-21,glutamate receptor positive allosteric modulator,"GRIA1, GRIA2, GRIA3, GRIA4",396,"idra-21 | glutamate receptor positive allosteric modulator | gria1, gria2, gria3, gria4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K80060353-303-03-9,IEM1754,glutamate receptor antagonist,GRIA1,438,iem1754 | glutamate receptor antagonist | gria1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K81016934-001-02-0,INC-280,c-Met inhibitor,MET,475,inc-280 | c-met inhibitor | met |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K70177501-003-01-4,INH1,Hec1 inhibitor,NDC80,437,inh1 | hec1 inhibitor | ndc80 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K84892605-001-01-1,IOWH032,CFTR channel antagonist,CFTR,441,iowh032 | cftr channel antagonist | cftr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K76180386-001-01-6,JIB04,histone lysine demethylase inhibitor,KDM4E,464,jib04 | histone lysine demethylase inhibitor | kdm4e |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K38860038-001-01-2,JK-184,hedgehog pathway inhibitor,,461,jk-184 | hedgehog pathway inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K25596805-001-01-8,JNJ-16259685,glutamate receptor antagonist,GRM1,390,jnj-16259685 | glutamate receptor antagonist | grm1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K83837640-001-04-8,JNJ-26481585,HDAC inhibitor,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2",371,"jnj-26481585 | hdac inhibitor | hdac1, hdac10, hdac11, hdac2, hdac3, hdac4, hdac5, hdac6, hdac7, hdac8, hdac9, mdm2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K11636097-001-03-1,JNJ-7706621,CDK inhibitor,"AURKA, AURKB, CDK1, CDK2",438,"jnj-7706621 | cdk inhibitor | aurka, aurkb, cdk1, cdk2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K54606188-001-13-1,JQ1-(+),bromodomain inhibitor,"BRD4, BRDT",448,"jq1-(+) | bromodomain inhibitor | brd4, brdt |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K17705806-003-04-4,JTC-801,opioid receptor antagonist,OPRL1,464,jtc-801 | opioid receptor antagonist | oprl1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K81405859-300-01-4,JTE-607,cytokine production inhibitor,"IL10, IL1B, IL6, TNF",453,"jte-607 | cytokine production inhibitor | il10, il1b, il6, tnf |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K45446451-001-05-0,JZL-184,monoacylglucerol lipase inhibitor,MGLL,435,jzl-184 | monoacylglucerol lipase inhibitor | mgll |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A67748489-001-10-0,K-858,kinesin-like spindle protein inhibitor,KIF11,448,k-858 | kinesin-like spindle protein inhibitor | kif11 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K26305185-001-02-1,K-Ras(G12C)-inhibitor-6,K-ras inhibitor,,456,k-ras(g12c)-inhibitor-6 | k-ras inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K71164191-001-01-0,KD-023,ACAT inhibitor,"ACACA, ACACB",455,"kd-023 | acat inhibitor | acaca, acacb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K88506063-001-01-8,KD025,rho associated kinase inhibitor,ROCK2,463,kd025 | rho associated kinase inhibitor | rock2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A54927599-001-16-9,KF-38789,P selectin inhibitor,SELP,470,kf-38789 | p selectin inhibitor | selp |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A25569250-001-03-3,KI-16425,lysophosphatidic acid receptor antagonist,"LPAR1, LPAR3",451,"ki-16425 | lysophosphatidic acid receptor antagonist | lpar1, lpar3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K47150025-001-05-3,KI-8751,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",KDR,456,"ki-8751 | kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, vegfr inhibitor | kdr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K46690591-001-01-2,KP-1212,,,370,kp-1212 |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K71467466-001-02-3,KPT-185,exportin antagonist,XPO1,471,kpt-185 | exportin antagonist | xpo1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K75352575-001-01-3,KPT-276,exportin antagonist,XPO1,465,kpt-276 | exportin antagonist | xpo1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K21718444-001-06-8,KW-2449,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor","ABL1, AURKA, AURKB, FLT3",465,"kw-2449 | abl kinase inhibitor, aurora kinase inhibitor, flt3 inhibitor | abl1, aurka, aurkb, flt3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K41213548-001-02-0,KW-2478,HSP inhibitor,,475,kw-2478 | hsp inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K13302470-001-02-7,KY02111,Wnt pathway inhibitor,DKK1,415,ky02111 | wnt pathway inhibitor | dkk1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K43905307-001-01-2,"L-798,106",prostanoid receptor antagonist,PTGER3,447,"l-798,106 | prostanoid receptor antagonist | ptger3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K18834913-001-01-1,LB42708,farnesyltransferase inhibitor,,467,lb42708 | farnesyltransferase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K08248804-001-01-8,LCL-161,XIAP inhibitor,"BIRC2, XIAP",435,"lcl-161 | xiap inhibitor | birc2, xiap |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K59831625-001-01-6,LDN-212854,bone morphogenic protein inhibitor,"ABL1, ACVR1, RIPK2",468,"ldn-212854 | bone morphogenic protein inhibitor | abl1, acvr1, ripk2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K94485812-001-02-9,LDN-57444,ubiquitin C-terminal hydrolase inhibitor,,445,ldn-57444 | ubiquitin c-terminal hydrolase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K06593056-001-04-8,LE-135,retinoid receptor agonist,RARB,458,le-135 | retinoid receptor agonist | rarb |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A56085258-001-01-8,LGX818,RAF inhibitor,BRAF,434,lgx818 | raf inhibitor | braf |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K78055238-001-01-8,LY2090314,glycogen synthase kinase inhibitor,GSK3B,457,ly2090314 | glycogen synthase kinase inhibitor | gsk3b |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K47557313-001-02-7,LY2109761,TGF beta receptor inhibitor,"TGFBR1, TGFBR2",424,"ly2109761 | tgf beta receptor inhibitor | tgfbr1, tgfbr2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K37865504-001-04-1,LY2183240,"FAAH inhibitor, FAAH reuptake inhibitor",FAAH,472,"ly2183240 | faah inhibitor, faah reuptake inhibitor | faah |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K04993719-001-01-7,LY2334737,"antitumor agent, ribonucleotide reductase inhibitor",,463,"ly2334737 | antitumor agent, ribonucleotide reductase inhibitor |  |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K14109347-001-03-4,LY2603618,CHK inhibitor,CHEK1,478,ly2603618 | chk inhibitor | chek1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K20463415-300-01-4,LY2606368,CHK inhibitor,CHEK1,467,ly2606368 | chk inhibitor | chek1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K12068470-001-02-5,LY2608204,glucokinase activator,GCK,444,ly2608204 | glucokinase activator | gck |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K25630527-001-03-8,LY2784544,JAK inhibitor,"JAK2, JAK3",455,"ly2784544 | jak inhibitor | jak2, jak3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K18961567-001-01-1,LY2801653,MET inhibitor,MET,477,ly2801653 | met inhibitor | met |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K17203476-001-01-9,LY2874455,FGFR antagonist,"FGFR1, FGFR2, FGFR3, FGFR4, KDR",445,"ly2874455 | fgfr antagonist | fgfr1, fgfr2, fgfr3, fgfr4, kdr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K82967180-001-01-6,LY3023414,"PI3K inhibitor, mTOR inhibitor",MTOR,469,"ly3023414 | pi3k inhibitor, mtor inhibitor | mtor |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K22385716-001-02-5,LY303511,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor","BRD2, BRD3, BRD4",427,"ly303511 | casein kinase inhibitor, mtor inhibitor, pi3k inhibitor | brd2, brd3, brd4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K06234293-001-04-2,LY364947,"TGF beta receptor inhibitor, p38 MAPK inhibitor",TGFBR1,399,"ly364947 | tgf beta receptor inhibitor, p38 mapk inhibitor | tgfbr1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K87696786-003-04-4,LY456236,glutamate receptor antagonist,GRM1,460,ly456236 | glutamate receptor antagonist | grm1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K45528773-001-07-2,M-344,HDAC inhibitor,,467,m-344 | hdac inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K12244279-001-05-8,MEK1-2-inhibitor,MEK inhibitor,MAP2K2,435,mek1-2-inhibitor | mek inhibitor | map2k2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K82244583-001-01-3,MEK162,MEK inhibitor,"MAP2K1, MAP2K2",446,"mek162 | mek inhibitor | map2k1, map2k2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K56277358-001-07-5,MGCD-265,VEGFR inhibitor,"AXL, MET",455,"mgcd-265 | vegfr inhibitor | axl, met |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K38868394-001-01-3,MK-0773,androgen receptor modulator,AR,381,mk-0773 | androgen receptor modulator | ar |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K14175878-001-01-6,MK-0812,CC chemokine receptor antagonist,CCR2,443,mk-0812 | cc chemokine receptor antagonist | ccr2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K54256913-001-08-7,MK-1775,WEE1 kinase inhibitor,WEE1,479,mk-1775 | wee1 kinase inhibitor | wee1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K68065987-300-09-1,MK-2206,AKT inhibitor,"AKT1, AKT2, AKT3",475,"mk-2206 | akt inhibitor | akt1, akt2, akt3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K56405753-001-02-4,MK-2461,"FGFR inhibitor, VEGFR inhibitor","FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, KDR, MERTK, MET, MST1R, NTRK1, NTRK2, PDGFRB",459,"mk-2461 | fgfr inhibitor, vegfr inhibitor | fgfr1, fgfr2, fgfr3, flt1, flt3, flt4, kdr, mertk, met, mst1r, ntrk1, ntrk2, pdgfrb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K66911501-003-01-2,MK-3207,calcitonin antagonist,CALCA,414,mk-3207 | calcitonin antagonist | calca |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K53665955-001-03-0,MK-5108,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",467,"mk-5108 | aurora kinase inhibitor | aurka, aurkb, aurkc |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K29656036-001-02-5,MK-8245,stearoyl-CoA desaturase inhibitor,SCD,461,mk-8245 | stearoyl-coa desaturase inhibitor | scd |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K25279140-001-01-5,MK-8745,Aurora kinase inhibitor,AURKA,444,mk-8745 | aurora kinase inhibitor | aurka |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K33743361-003-02-6,ML133,potassium channel blocker,,464,ml133 | potassium channel blocker |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
