drug1,drug2,repair_hit,removal_axis_hit,median_combo_score,mean_combo_score
Vincristine,Abiraterone,,microtubule/tubulin,24.0,29.440677966101696
Vincristine,Vemurafenib,,microtubule/tubulin,19.0,16.0
Vincristine,Vismodegib,,microtubule/tubulin,44.5,43.293103448275865
Vincristine,Crizotinib,,microtubule/tubulin,-2.0,-1.88135593220339
Vincristine,Axitinib,,microtubule/tubulin,-26.0,-23.54237288135593
Vincristine,Vandetanib,,microtubule/tubulin,7.0,1.0677966101694916
Vincristine,Cabazitaxel,,microtubule/tubulin,-5.0,1.3728813559322033
Vincristine,Ruxolitinib,,microtubule/tubulin,-42.5,-42.1551724137931
Megestrol Acetate,Doxorubicin,,topoisomerase/DNA_damage,22.0,50.01724137931034
Megestrol Acetate,Etoposide,,topoisomerase/DNA_damage,17.0,6.796610169491525
Megestrol Acetate,Dexrazoxane,dexrazoxane,,-6.0,-20.76271186440678
Megestrol Acetate,Pemetrexed,,antifolate/nucleotide,-53.0,-66.61016949152543
Procarbazine,Methotrexate,,antifolate/nucleotide,-28.0,-34.206896551724135
Procarbazine,Vinblastine,,microtubule/tubulin,-26.0,-26.69811320754717
Procarbazine,Vincristine,,microtubule/tubulin,-11.0,-4.433962264150943
Procarbazine,Doxorubicin,,topoisomerase/DNA_damage,18.0,33.706896551724135
Procarbazine,Paclitaxel,,microtubule/tubulin,4.0,8.74468085106383
Procarbazine,Etoposide,,topoisomerase/DNA_damage,10.0,12.610169491525424
Procarbazine,Dexrazoxane,dexrazoxane,,0.0,-1.0847457627118644
Procarbazine,Docetaxel,,microtubule/tubulin,-7.5,-0.47619047619047616
Procarbazine,Pemetrexed,,antifolate/nucleotide,-71.0,-78.58536585365853
Procarbazine,Celecoxib,celecoxib,,-42.5,-46.172413793103445
Procarbazine,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-58.0,-60.30357142857143
Lomustine,Doxorubicin,,topoisomerase/DNA_damage,9.0,16.31578947368421
Lomustine,Etoposide,,topoisomerase/DNA_damage,-33.0,-27.576271186440678
Lomustine,Dexrazoxane,dexrazoxane,,-35.0,-32.23728813559322
Lomustine,Pemetrexed,,antifolate/nucleotide,-76.0,-71.14035087719299
Daunorubicin,Doxorubicin,,topoisomerase/DNA_damage,5.0,7.6909090909090905
Daunorubicin,Etoposide,,topoisomerase/DNA_damage,19.0,21.35593220338983
Daunorubicin,Dexrazoxane,dexrazoxane,,-5.0,-2.983050847457627
Daunorubicin,Pemetrexed,,antifolate/nucleotide,-22.5,-23.03448275862069
Streptozocin,Methotrexate,,antifolate/nucleotide,-21.0,-29.8
Streptozocin,Vinblastine,,microtubule/tubulin,-45.5,-65.35714285714286
Streptozocin,Vincristine,,microtubule/tubulin,-59.5,-66.15217391304348
Streptozocin,Doxorubicin,,topoisomerase/DNA_damage,-25.0,-25.20689655172414
Streptozocin,Paclitaxel,,microtubule/tubulin,-33.0,-6.842105263157895
Streptozocin,Etoposide,,topoisomerase/DNA_damage,9.0,10.288135593220339
Streptozocin,Dexrazoxane,dexrazoxane,,-2.0,-4.220338983050848
Streptozocin,Docetaxel,,microtubule/tubulin,-41.0,-35.23076923076923
Streptozocin,Pemetrexed,,antifolate/nucleotide,-11.0,-12.220338983050848
Streptozocin,Celecoxib,celecoxib,,-41.0,-45.96491228070175
Streptozocin,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-66.5,-61.206896551724135
Arsenic trioxide,Methotrexate,,antifolate/nucleotide,-25.0,-25.428571428571427
Arsenic trioxide,Vinblastine,,microtubule/tubulin,-16.5,-14.379310344827585
Arsenic trioxide,Vincristine,,microtubule/tubulin,16.0,18.310344827586206
Arsenic trioxide,Doxorubicin,,topoisomerase/DNA_damage,-34.0,-32.58620689655172
Arsenic trioxide,Paclitaxel,,microtubule/tubulin,-16.0,-13.423728813559322
Arsenic trioxide,Etoposide,,topoisomerase/DNA_damage,-236.0,-254.28301886792454
Arsenic trioxide,Dexrazoxane,dexrazoxane,,-72.5,-81.73214285714286
Arsenic trioxide,Amifostine,amifostine,,3.0,1.1864406779661016
Arsenic trioxide,Docetaxel,,microtubule/tubulin,-23.0,-20.559322033898304
Arsenic trioxide,Pemetrexed,,antifolate/nucleotide,-10.0,-13.576271186440678
Arsenic trioxide,Celecoxib,celecoxib,,-11.0,-12.206896551724139
Arsenic trioxide,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,2.0,-0.1864406779661017
Azacitidine,Vinblastine,,microtubule/tubulin,-41.0,-38.698113207547166
Azacitidine,Vincristine,,microtubule/tubulin,-28.0,-30.87272727272727
Azacitidine,Paclitaxel,,microtubule/tubulin,-46.0,-85.38181818181818
Azacitidine,Etoposide,,topoisomerase/DNA_damage,14.0,14.813559322033898
Azacitidine,Dexrazoxane,dexrazoxane,,-2.0,-1.1694915254237288
Azacitidine,Docetaxel,,microtubule/tubulin,-9.5,-10.642857142857142
Azacitidine,Pemetrexed,,antifolate/nucleotide,-8.0,-15.491525423728813
Azacitidine,Celecoxib,celecoxib,,6.0,6.127272727272727
Cladribine,Methotrexate,,antifolate/nucleotide,-94.0,-100.4
Cladribine,Vincristine,,microtubule/tubulin,-39.5,-42.01923076923077
Cladribine,Etoposide,,topoisomerase/DNA_damage,7.0,7.237288135593221
Cladribine,Dexrazoxane,dexrazoxane,,-10.0,-7.88135593220339
Cladribine,Pemetrexed,,antifolate/nucleotide,-27.0,-39.45614035087719
Cladribine,Celecoxib,celecoxib,,-31.0,-30.24561403508772
Ifosfamide,Methotrexate,,antifolate/nucleotide,-36.0,-38.5
Ifosfamide,Vinblastine,,microtubule/tubulin,-14.0,-27.82456140350877
Ifosfamide,Vincristine,,microtubule/tubulin,-50.0,-49.09803921568628
Ifosfamide,Doxorubicin,,topoisomerase/DNA_damage,-15.5,-21.913793103448278
Ifosfamide,Paclitaxel,,microtubule/tubulin,-7.0,3.087719298245614
Ifosfamide,Etoposide,,topoisomerase/DNA_damage,4.0,6.016949152542373
Ifosfamide,Dexrazoxane,dexrazoxane,,-7.0,-10.440677966101696
Ifosfamide,Docetaxel,,microtubule/tubulin,-44.0,-47.44
Ifosfamide,Pemetrexed,,antifolate/nucleotide,-3.0,-9.830508474576272
Ifosfamide,Celecoxib,celecoxib,,-44.5,-52.93103448275862
Ifosfamide,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-59.0,-65.82456140350877
Fludarabine,Methotrexate,,antifolate/nucleotide,-68.0,-72.50980392156863
Fludarabine,Vincristine,,microtubule/tubulin,-13.0,-13.867924528301886
Fludarabine,Etoposide,,topoisomerase/DNA_damage,10.0,9.474576271186441
Fludarabine,Dexrazoxane,dexrazoxane,,-4.0,-1.7627118644067796
Fludarabine,Pemetrexed,,antifolate/nucleotide,-18.0,-31.50877192982456
Fludarabine,Celecoxib,celecoxib,,-31.0,-33.96491228070175
Cisplatin,Methotrexate,,antifolate/nucleotide,-68.0,-69.32727272727273
Cisplatin,Vinblastine,,microtubule/tubulin,-15.0,-20.105263157894736
Cisplatin,Vincristine,,microtubule/tubulin,-3.5,-9.25
Cisplatin,Doxorubicin,,topoisomerase/DNA_damage,-1.0,8.338983050847459
Cisplatin,Paclitaxel,,microtubule/tubulin,-8.0,-17.25
Cisplatin,Etoposide,,topoisomerase/DNA_damage,9.0,12.948275862068966
Cisplatin,Dexrazoxane,dexrazoxane,,20.0,18.155172413793103
Cisplatin,Amifostine,amifostine,,-24.0,-29.32758620689655
Cisplatin,Docetaxel,,microtubule/tubulin,-5.0,-14.59322033898305
Cisplatin,Pemetrexed,,antifolate/nucleotide,-22.0,-19.896551724137932
Cisplatin,Celecoxib,celecoxib,,-45.0,-50.73684210526316
Cisplatin,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-43.0,-41.932203389830505
Isotretinoin,Methotrexate,,antifolate/nucleotide,-59.5,-56.75925925925926
Isotretinoin,Vincristine,,microtubule/tubulin,-12.0,-14.38888888888889
Isotretinoin,Etoposide,,topoisomerase/DNA_damage,21.0,24.322033898305083
Isotretinoin,Dexrazoxane,dexrazoxane,,-13.0,-9.76271186440678
Isotretinoin,Pemetrexed,,antifolate/nucleotide,-18.0,-22.88135593220339
Isotretinoin,Celecoxib,celecoxib,,-27.0,-37.1578947368421
Teniposide,Doxorubicin,,topoisomerase/DNA_damage,18.0,18.654545454545456
Teniposide,Etoposide,,topoisomerase/DNA_damage,-4.0,0.5932203389830508
Teniposide,Dexrazoxane,dexrazoxane,,5.0,12.88135593220339
Teniposide,Pemetrexed,,antifolate/nucleotide,-33.0,-31.0
Doxorubicin,Actinomycin D,,topoisomerase/DNA_damage,-28.0,-26.32758620689655
Doxorubicin,Thiotepa,,topoisomerase/DNA_damage,-41.5,-48.41379310344828
Doxorubicin,Triethylenemelamine,,topoisomerase/DNA_damage,-18.0,-20.25862068965517
Doxorubicin,Mithramycin,,topoisomerase/DNA_damage,0.0,-3.824561403508772
Doxorubicin,Floxuridine,,topoisomerase/DNA_damage,-32.0,-35.578947368421055
Doxorubicin,Hydroxyurea,,topoisomerase/DNA_damage,-6.0,-7.051724137931035
Doxorubicin,Cytarabine,,topoisomerase/DNA_damage,-35.0,-29.842105263157894
Doxorubicin,Vincristine,,microtubule/tubulin;topoisomerase/DNA_damage,-30.0,-31.67241379310345
Doxorubicin,Azacitidine,,topoisomerase/DNA_damage,-16.0,-13.327586206896552
Doxorubicin,Cladribine,,topoisomerase/DNA_damage,-38.0,-40.793103448275865
Doxorubicin,Fludarabine,,topoisomerase/DNA_damage,-34.0,-33.89473684210526
Doxorubicin,Isotretinoin,,topoisomerase/DNA_damage,-12.5,-17.396551724137932
Doxorubicin,Paclitaxel,,microtubule/tubulin;topoisomerase/DNA_damage,-35.0,-37.12765957446808
Doxorubicin,Bendamustine,,topoisomerase/DNA_damage,-30.0,-33.42307692307692
Doxorubicin,Tamoxifen,,topoisomerase/DNA_damage,48.0,51.206896551724135
Doxorubicin,Rapamycin,,topoisomerase/DNA_damage,-3.0,-1.2586206896551724
Doxorubicin,Carboplatin,,topoisomerase/DNA_damage,-25.0,-28.82456140350877
Doxorubicin,Temozolomide,,topoisomerase/DNA_damage,-46.0,-48.01754385964912
Doxorubicin,Clofarabine,,topoisomerase/DNA_damage,-30.5,-27.862068965517242
Doxorubicin,Gemcitabine,,topoisomerase/DNA_damage,-32.0,-37.824561403508774
Doxorubicin,Docetaxel,,microtubule/tubulin;topoisomerase/DNA_damage,-1.5,5.403846153846154
Doxorubicin,7-Ethyl-10-hydroxycamptothecin,,topoisomerase/DNA_damage,-19.0,-22.017543859649123
Doxorubicin,Nelarabine,,topoisomerase/DNA_damage,-38.0,-35.836363636363636
Doxorubicin,Vorinostat,,topoisomerase/DNA_damage,-7.0,-10.929824561403509
Doxorubicin,Capecitabine,,topoisomerase/DNA_damage,-58.0,-63.01754385964912
Doxorubicin,Letrozole,,topoisomerase/DNA_damage,-41.0,-46.62068965517241
Doxorubicin,Celecoxib,celecoxib,topoisomerase/DNA_damage,35.5,45.36206896551724
Doxorubicin,Zoledronate,,topoisomerase/DNA_damage,-16.5,-30.29310344827586
Doxorubicin,Dasatinib,,topoisomerase/DNA_damage,0.0,-2.9827586206896552
Doxorubicin,Everolimus,,topoisomerase/DNA_damage,-2.5,-5.672413793103448
Doxorubicin,Imatinib,,topoisomerase/DNA_damage,-7.5,-8.827586206896552
Doxorubicin,Lapatinib,,topoisomerase/DNA_damage,-29.0,-28.5
Doxorubicin,Nilotinib,,topoisomerase/DNA_damage,-45.0,-44.280701754385966
Doxorubicin,Sorafenib,,topoisomerase/DNA_damage,-26.0,-32.31578947368421
Doxorubicin,Sunitinib,,topoisomerase/DNA_damage,-49.5,-59.327586206896555
Doxorubicin,Depsipeptide,,topoisomerase/DNA_damage,20.0,16.333333333333332
Doxorubicin,Pralatrexate,,CHK/DDR/checkpoint;topoisomerase/DNA_damage;antifolate/nucleotide,-31.0,-45.63793103448276
Bleomycin,Vincristine,,microtubule/tubulin,-17.5,-24.155172413793103
Bleomycin,Doxorubicin,,topoisomerase/DNA_damage,-10.5,-14.931034482758621
Bleomycin,Paclitaxel,,microtubule/tubulin,-18.5,-13.446428571428571
Bleomycin,Etoposide,,topoisomerase/DNA_damage,2.0,2.0517241379310347
Bleomycin,Dexrazoxane,dexrazoxane,,-6.0,-5.754385964912281
Bleomycin,Docetaxel,,microtubule/tubulin,-10.5,-0.17857142857142858
Bleomycin,Pemetrexed,,antifolate/nucleotide,-11.0,-12.824561403508772
Bleomycin,Celecoxib,celecoxib,,-24.5,-27.948275862068964
Paclitaxel,6-Thioguanine,,microtubule/tubulin,-10.0,-10.915254237288135
Paclitaxel,Actinomycin D,,microtubule/tubulin,1.5,15.964285714285714
Paclitaxel,Chlorambucil,,microtubule/tubulin,-19.0,-21.189655172413794
Paclitaxel,Thiotepa,,microtubule/tubulin,-1.0,11.962962962962964
Paclitaxel,Melphalan,,microtubule/tubulin,-15.0,-20.74576271186441
Paclitaxel,Altretamine,,microtubule/tubulin,-1.0,0.3220338983050847
Paclitaxel,Fluorouracil,,microtubule/tubulin,-2.0,0.6779661016949152
Paclitaxel,Floxuridine,,microtubule/tubulin,-31.0,-32.3921568627451
Paclitaxel,Uracil Mustard,,microtubule/tubulin,2.0,4.385964912280702
Paclitaxel,Dacarbazine,,microtubule/tubulin,-23.0,-20.491525423728813
Paclitaxel,Cytarabine,,microtubule/tubulin,-44.0,-43.76470588235294
Paclitaxel,Vincristine,,microtubule/tubulin,-17.5,-14.125
Paclitaxel,Megestrol Acetate,,microtubule/tubulin,71.0,68.79310344827586
Paclitaxel,Lomustine,,microtubule/tubulin,-2.0,-1.1929824561403508
Paclitaxel,Daunorubicin,,microtubule/tubulin,10.5,17.982142857142858
Paclitaxel,Cladribine,,microtubule/tubulin,-24.5,-24.555555555555557
Paclitaxel,Fludarabine,,microtubule/tubulin,-20.5,-18.12962962962963
Paclitaxel,Isotretinoin,,microtubule/tubulin,138.0,169.9090909090909
Paclitaxel,Teniposide,,microtubule/tubulin,4.0,5.054545454545455
Paclitaxel,Etoposide,,microtubule/tubulin;topoisomerase/DNA_damage,-24.0,-31.035714285714285
Paclitaxel,Dexrazoxane,dexrazoxane,microtubule/tubulin,-21.0,-18.694915254237287
Paclitaxel,Tamoxifen,,microtubule/tubulin,148.0,176.3148148148148
Paclitaxel,Rapamycin,,microtubule/tubulin,10.0,14.226415094339623
Paclitaxel,Carboplatin,,microtubule/tubulin,-16.5,-24.02
Paclitaxel,Mitoxantrone,,microtubule/tubulin,10.0,2.0576923076923075
Paclitaxel,Temozolomide,,microtubule/tubulin,-30.5,-33.78260869565217
Paclitaxel,Clofarabine,,microtubule/tubulin,-56.5,-70.01785714285714
Paclitaxel,Vinorelbine,,microtubule/tubulin,17.0,20.016949152542374
Paclitaxel,Gemcitabine,,microtubule/tubulin,-31.0,-38.224489795918366
Paclitaxel,Nelarabine,,microtubule/tubulin,-93.0,-105.53846153846153
Paclitaxel,Pemetrexed,,microtubule/tubulin;antifolate/nucleotide,0.0,-6.813559322033898
Paclitaxel,Capecitabine,,microtubule/tubulin,-39.0,-49.34615384615385
Paclitaxel,Exemestane,,microtubule/tubulin,10.5,14.03448275862069
Paclitaxel,Gefitinib,,microtubule/tubulin,101.0,104.23728813559322
Paclitaxel,Letrozole,,microtubule/tubulin,-79.5,-101.4375
Paclitaxel,Celecoxib,celecoxib,microtubule/tubulin,119.0,128.16071428571428
Paclitaxel,Pazopanib,,microtubule/tubulin,23.0,21.017543859649123
Paclitaxel,Imatinib,,microtubule/tubulin,64.0,73.32727272727273
